SystemA,SystemB,micro_hits@1,micro_hits@2,micro_hits@3,micro_hits@4,micro_hits@5,micro_hits@6,micro_hits@7,micro_hits@8,micro_hits@9,micro_hits@10,micro_mr,micro_mrr,macro_hits@1,macro_hits@2,macro_hits@3,macro_hits@4,macro_hits@5,macro_hits@6,macro_hits@7,macro_hits@8,macro_hits@9,macro_hits@10,macro_mr,macro_mrr,map,gm_map,Rprec,bpref,recip_rank,P_5,P_10,P_20,P_30,P_40,P_50,P_60,P_70,P_80,P_90,P_100,P_120,P_150,P_200,P_300,P_500,P_1000,recall_5,recall_10,recall_20,recall_30,recall_40,recall_50,recall_60,recall_70,recall_80,recall_90,recall_100,recall_120,recall_150,recall_200,recall_300,recall_500,recall_1000,infAP,gm_bpref,binG,G,ndcg,ndcg_rel,Rndcg,ndcg_cut_5,ndcg_cut_10,ndcg_cut_20,ndcg_cut_30,ndcg_cut_40,ndcg_cut_50,ndcg_cut_60,ndcg_cut_70,ndcg_cut_80,ndcg_cut_90,ndcg_cut_100,ndcg_cut_120,ndcg_cut_150,ndcg_cut_200,ndcg_cut_300,ndcg_cut_500,ndcg_cut_1000,map_cut_5,map_cut_10,map_cut_20,map_cut_30,map_cut_40,map_cut_50,map_cut_60,map_cut_70,map_cut_80,map_cut_90,map_cut_100,map_cut_120,map_cut_150,map_cut_200,map_cut_300,map_cut_500,map_cut_1000
wn18rr-compgcn,wn18rr-transe,0.0,2.0946005337621635e-290,8.180013067760938e-136,7.688106437247215e-77,3.3911689760552716e-51,1.0820431894899386e-33,1.2425841930865861e-24,1.9075777204339134e-18,3.372196952120054e-15,2.5107664047197123e-11,1.400880754051734e-60,0.0,0.0,1.2152975192854156e-271,1.0819999865939807e-119,1.7830739950768723e-62,4.4968069685480755e-39,3.3214516584868e-23,2.095140771777399e-15,1.0383495775668711e-10,3.152612398002405e-08,2.1315515454090643e-05,1.0873566803740316e-62,0.0,0.0,3.0638236653942462e-09,0.0,8.897859827168352e-98,0.0,2.9297666798926335e-42,4.110150566085885e-08,0.16392729345762108,0.5071700164312425,0.0016641625878259154,4.614094612831655e-05,9.736909100163071e-08,2.84473545370393e-10,1.6050135804975032e-12,9.014148908396319e-16,1.1494872960905033e-20,4.16736162551413e-27,4.869966899335339e-30,3.7603223752402753e-38,7.714004121673918e-48,8.928697851846208e-74,1.4163932361368278e-101,9.330663319877314e-38,0.00031900891335985836,0.10190952609717843,1.3095350731531262e-05,1.0589287944905065e-11,7.647117935136394e-15,1.890751457414321e-20,8.02636092635209e-24,6.276640624609483e-27,1.0596001313285828e-31,8.965761423326218e-38,8.492641878195342e-46,7.608334236711581e-48,9.128064842931055e-58,3.7122462324279523e-66,8.277903029508004e-80,8.897859827168352e-98,0.0,6.108901404559899e-97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wn18rr-compgcn,wn18rr-tucker,1.0,0.5940723109668685,0.1227152672125757,0.025177379383482055,0.003964933536206641,9.781481052974142e-05,2.8288340443842795e-06,1.2093678354016855e-07,1.2521166164991422e-08,1.1540458407214402e-11,2.238796053787122e-118,0.009724894320181135,0.8574807462216976,0.4870146857555586,0.03829489061738126,0.01479952177571205,0.0008561610391413474,1.679331242685846e-05,2.796549850466367e-07,2.108809151580626e-09,9.355924653760393e-11,8.654114264626438e-14,7.0882418512089915e-112,0.006007848205380342,0.000774180345797503,4.9481778517248064e-86,0.9113764366103179,6.978222353358456e-78,0.006049913787858469,0.0009020804474894135,2.028131970464671e-11,1.6542232584967547e-22,5.240049060749729e-30,7.471992617244301e-35,3.57564874805412e-35,6.9651843349056154e-40,7.259692117811126e-42,1.986974685840447e-43,7.699269802609291e-42,1.276087254383283e-45,6.89286320093733e-46,4.73888312529121e-50,4.5352856500285334e-57,1.4743042013706112e-62,8.479314312182499e-70,1.9998781673468788e-75,8.021410534285285e-05,1.592055376785427e-14,1.540301885489212e-25,1.6798866407205654e-31,9.503400304001444e-37,7.724097203867059e-39,6.063863084890359e-43,1.0324860329769672e-44,1.618532672153281e-45,1.851004812483096e-43,2.6185724603633357e-47,5.5757955713384015e-49,1.9735712276261042e-51,3.7823581010627017e-59,4.973137496632753e-66,4.001621433504399e-70,6.978222353358456e-78,0.0007741805698096524,8.487652952725565e-78,1.1123381215872098e-22,1.1123381215872098e-22,2.370039405370573e-22,8.555582124899498e-21,1.121061269826823e-05,0.010513398722424159,5.983202057687097e-06,3.2180372552237065e-09,4.274215639349884e-11,3.192396816811028e-12,6.206494866234984e-13,6.835458746845854e-14,1.8783554113300868e-14,7.722979376383452e-15,1.3342084967709664e-14,3.052836051865757e-15,1.5491935647410517e-15,2.5630080121545647e-16,1.4200387990066645e-17,5.082570116228621e-19,2.555893002334049e-20,2.370039405370573e-22,0.04996232373162994,0.007669819144909341,0.0023348916829055814,0.00149936513247935,0.0012576112954846132,0.0011237302659278556,0.0010210308482730647,0.0009753754487001516,0.0009412127794256987,0.0009621612268669134,0.0009177426964606902,0.0009040045765016021,0.0008754283981221533,0.0008366739719566078,0.0008071886665000639,0.000789451061651884,0.000774180345797503
wn18rr-complex,wn18rr-atte,0.0002617246650729539,3.155049143452967e-08,2.20454777421604e-10,6.354354416151867e-10,2.0119691288545297e-11,8.56093915106348e-12,1.5291475304675318e-12,7.606841754498023e-17,1.1628419088818608e-16,1.4160551860619314e-16,2.966504416199631e-64,5.095233762322192e-15,7.115319761339051e-06,2.507501687410857e-11,7.886536893504206e-13,3.699136741685022e-12,4.250927819146544e-14,1.6116622591268784e-14,5.160446915861144e-15,5.561283845152634e-20,3.80976889566169e-21,2.913175253386518e-21,2.4450030454090256e-67,1.1497955830780602e-19,2.8372271760272264e-22,2.4045002120450027e-129,4.395941508924606e-06,2.233046156019157e-93,1.1240214450765916e-19,1.038422141426244e-11,6.468812232124772e-17,2.948870795984394e-34,6.565230874112813e-51,2.5348029812368163e-52,2.866640020505874e-61,1.2072094430617389e-66,1.7670343959834182e-66,6.160022740798336e-72,2.1194652230719552e-74,1.3185364706463856e-74,6.179887764594892e-72,3.502037769731581e-73,1.5052964743842393e-82,9.77837690877676e-95,1.1499281046692536e-95,3.2509371445543763e-90,9.381910728810523e-18,1.8976478762378233e-24,1.852090537529076e-43,3.2267996124857694e-64,2.3957612184399734e-65,1.9185936479167705e-73,8.892344328957272e-77,5.032397983039609e-78,6.536063814086435e-84,3.7934896563355795e-85,2.935487415293647e-84,2.0284140705761212e-82,2.573840601742379e-85,1.1937946020582735e-93,1.1780796718862618e-101,1.4284910750421392e-101,2.233046156019157e-93,2.8372154650394454e-22,4.910557443531832e-91,4.837865236243842e-61,4.837865236243842e-61,9.34165787932686e-61,3.1945820501759496e-59,7.141542383524518e-24,5.1837085948857405e-18,3.2972150533928383e-24,5.905570632533259e-35,6.659287005888508e-43,1.99726784933936e-44,2.1610448230384605e-47,2.934968028324669e-49,5.237500970683892e-50,6.925822119016389e-52,1.2901448396845355e-52,1.1284794166478616e-52,8.877214360498797e-53,3.044879489862121e-54,7.145739955529848e-57,9.831758674704552e-60,3.76171815013101e-61,9.34165787932686e-61,7.406610359867375e-16,4.520607168893262e-18,1.8037865452663236e-20,1.9034271692624397e-21,1.2944278397118495e-21,7.6608758877124e-22,5.731207423342996e-22,5.421279684906398e-22,4.333163030326594e-22,4.006522840741887e-22,3.9878059220563886e-22,4.104472169104309e-22,3.7405323240192914e-22,3.2331698748063725e-22,2.9128727535534117e-22,2.7946619404004013e-22,2.8372271760272264e-22
wn18rr-complex,wn18rr-bique,5.927719133559015e-14,3.7263382777720886e-24,6.477981742557058e-23,1.2664442105862904e-22,8.87702450552245e-28,2.4596115138905383e-31,3.111226015495123e-29,1.649763820957318e-33,1.2801228618124414e-33,4.588639227718173e-36,8.566428044971544e-25,9.781882794690608e-41,9.852029331560953e-13,1.4725055951783313e-21,8.319128736336112e-21,3.1491120370177656e-20,8.97648909432123e-25,1.1706971325339236e-28,4.074175336054509e-27,1.1357389377169006e-30,1.4869346438018483e-31,6.314976881145246e-33,4.801788957331623e-33,6.4316264116767375e-37,2.3636428667328386e-38,8.391375026855562e-144,7.813805383720667e-13,3.2674083286288e-91,6.157422475756446e-37,7.854036944360749e-26,7.695236192042566e-34,5.1194554826148146e-52,5.9926616696617914e-64,3.963504577732649e-69,1.799736123964217e-70,2.815557462126568e-75,5.84818265157674e-72,3.9826386211927084e-77,1.0804870988342848e-76,1.5977970693907654e-74,1.369290202291305e-73,1.3425959777745e-86,6.2011031981022775e-93,9.981932280727437e-97,5.359017339311264e-100,1.2845683036141513e-91,2.156517223285584e-27,7.048506233104929e-35,3.191945852214731e-53,4.873035063109021e-69,1.8044863204001956e-73,1.4190123240519755e-73,2.648398436362661e-79,2.6590916059425933e-77,7.331553842072933e-81,2.5234916141887943e-82,1.0999070549471127e-80,4.5046511890930725e-82,4.258237769917339e-93,1.015852480423423e-100,1.233371599265532e-99,2.2590702974713677e-98,3.2674083286288e-91,2.3636717234839424e-38,7.020913201251448e-89,7.131275251729205e-88,7.131275251729205e-88,1.861104471948149e-88,1.7487295202519237e-87,1.0901823066332994e-39,4.3709350172647236e-32,2.069236041897517e-42,4.437916547976271e-56,1.2035052472796486e-64,4.670668495948498e-68,3.117106530197991e-69,6.129761126456964e-72,1.3664495950367094e-72,2.994692649532986e-74,4.580841337455163e-75,1.8287039568203036e-75,4.009280665516675e-77,4.995607545048675e-81,1.8235153279223812e-84,6.423560966307611e-87,1.1195984309729414e-88,1.861104471948149e-88,4.199423867305227e-28,1.2200242646938048e-32,5.06505153107099e-36,3.186709842604021e-37,1.4554384534295743e-37,1.1719804926740293e-37,7.778624827707898e-38,7.003314035149286e-38,5.663539104656771e-38,5.208772747445925e-38,4.934755424903028e-38,4.3075651353680224e-38,3.2979435585488466e-38,2.670785982132689e-38,2.397387638007903e-38,2.3063364603931528e-38,2.3636428667328386e-38
wn18rr-complex,wn18rr-compgcn,0.06336931302129287,0.3486960269766075,0.38870619867214606,0.9628566805338719,0.7491190406318735,0.7511194723492349,0.9638610881326437,0.7872208431091606,0.929713195283407,0.7936438451494727,1.0631192420675531e-09,0.10910169002939665,0.049526067031184284,0.2704059904036862,0.2870319241258529,0.8445391508846096,0.5971083832789723,0.7023077779357231,0.7400479264015649,0.42346973830902446,0.5175820035638384,0.36035326539842705,3.767421389145953e-10,0.05738799958803009,0.025655616396125954,0.002110432839998164,0.052890166096769234,0.006516310908565594,0.057467211451338936,0.6846588772728073,0.8638492626031093,0.33583227226565004,0.10627012906900894,0.30382038759364,0.4313886179168409,0.1899599567071154,0.4142638217886885,0.2885269732469327,0.3102816394841972,0.37544543337808634,0.90418995002014,0.4233874826610843,0.15345518893440294,0.15258992037413635,0.05591123848619375,0.16744169888218896,0.20345218809354748,0.207932307797002,0.08639043390989022,0.01282132487281415,0.02730463160467812,0.07280913728399868,0.024808137357031752,0.0609858709632656,0.038898564531810176,0.06488373652478739,0.09352743142362799,0.3121346428079213,0.1003800929663977,0.018942607180960455,0.013052188491032098,0.002873194867390042,0.006516310908565594,0.025655569584395993,0.008447321484563288,0.003908822135469493,0.003908822135469493,0.0065227203480126335,0.004657453500746529,0.016018322029227445,0.07281150720185395,0.05540435334154908,0.02728058422942743,0.012239843533783157,0.014975036566339415,0.019190567727907993,0.012718207122951006,0.01676023830320083,0.014020331038044224,0.01588557135026194,0.01768772324907389,0.02702976397668417,0.017153717909394565,0.010474651862212648,0.00909534231522852,0.006149279316554187,0.0065227203480126335,0.035961315104301735,0.0353054133448625,0.02863267134470528,0.025208438262997606,0.02597279831963281,0.02627421807599655,0.02541672597114406,0.026231374174906705,0.02587736503627727,0.026087597838621173,0.02626423869023933,0.026909680197456785,0.026378683406672265,0.025855252029912883,0.02574465396196864,0.025612426013841484,0.025655616396125954
wn18rr-complex,wn18rr-conve,4.2923093850373384e-19,2.863949747184143e-23,1.1879583055200094e-27,6.045943433214661e-29,1.2619454940153802e-26,1.6602969250574692e-26,3.4271156433770223e-26,1.3331832291544843e-24,1.5998827862580897e-26,5.355777532628431e-28,8.691502709417184e-08,3.930178020247418e-37,1.688093478295094e-15,3.259723938852012e-18,3.806592564221686e-21,4.109396655035344e-22,1.1864312725316367e-19,2.0194100223380812e-19,2.046477317073621e-19,7.783292435598191e-18,5.978439637810511e-19,3.3412154790941866e-20,0.00016680644876164221,1.9921405120664302e-28,8.494079000116017e-27,4.118778301861275e-33,1.3786415815437917e-15,6.838838881489498e-19,1.9529314325089877e-28,3.813057752066133e-23,4.97619552597934e-24,4.242789020814307e-25,1.2286093774726898e-24,2.11937120446457e-27,9.985363599662428e-28,8.917680717366002e-28,2.3971617512565937e-30,5.1172348589462834e-30,2.3437755712558804e-29,4.2136524698655504e-29,5.6176760709708445e-31,3.569490793422727e-30,1.6289023954969759e-28,3.3499144000692585e-28,3.309379175390133e-25,3.308945103218843e-24,1.007852202449409e-17,1.2104820151406013e-18,7.41284487928325e-20,7.257325007703944e-19,5.164700853152036e-21,1.3796054466525606e-21,9.479210784659493e-22,3.248628611275601e-24,5.601264496370619e-24,1.1667017646397383e-23,6.608534522850847e-23,1.6284851720199214e-24,8.544260765133275e-24,5.645419606546766e-22,2.2665582067404016e-21,7.129036612452458e-19,6.838838881489498e-19,8.494261696333126e-27,1.759005474203604e-17,5.32116352220794e-38,5.32116352220794e-38,1.4552489286401787e-39,1.5013557568107298e-38,1.2222742710357586e-27,8.118889291349787e-25,4.521705340318422e-28,2.5209425515579285e-31,3.7572230210000516e-32,8.56580043185822e-34,1.0490604594311062e-34,4.746288062364885e-35,2.7432110785034538e-36,2.094043841260355e-36,1.5876332190870988e-36,1.3742915050003738e-36,1.152008421366831e-37,6.204289366484103e-38,5.788499628780723e-38,1.1611784907444739e-38,1.1955251246907536e-38,1.4552489286401787e-39,6.458153497552846e-23,7.991524818148755e-25,5.633681745662555e-26,3.2600876815884223e-26,1.8493544328574756e-26,1.487049254006878e-26,1.366565872603929e-26,1.0617119159647688e-26,1.0256563116120502e-26,1.01503326753026e-26,1.0077038289276467e-26,8.973235834183314e-27,8.80000246448373e-27,8.766128799723937e-27,8.382511129276607e-27,8.538216733087985e-27,8.494079000116017e-27
wn18rr-complex,wn18rr-distmult,1.503422671852428e-17,3.2914421526768497e-15,1.4779108192223149e-12,1.7486900094074692e-11,7.147281445432267e-07,1.2095942575322927e-06,2.6733744749333035e-08,4.23887895720836e-07,6.299215325762439e-07,5.068571438860291e-07,0.01263813379669859,2.5711489109870106e-23,1.293290563482596e-13,1.4479271399813216e-11,6.823242247957094e-09,1.7479514996473583e-07,0.0002745739059234429,0.0001179247568102609,1.3110971338799378e-05,0.00013443339654562418,0.00027362419733400437,0.00013651935189718783,0.8864430151400567,5.848717703214073e-17,3.843601534763052e-15,5.713404786306039e-07,3.9292750456483276e-12,0.0012798333905851428,5.804980966419858e-17,5.636462854316361e-06,3.4378013940624468e-06,5.226314132800135e-06,2.2147363667779203e-06,6.022429272423409e-07,2.6157093079329915e-07,2.9615106320125102e-06,4.633214076754196e-07,3.606756319814354e-07,5.473187835371507e-07,2.4673329538889435e-07,4.982914227284748e-09,4.2314323539676095e-08,1.6219515237956415e-06,8.768476814553054e-07,7.848764902724854e-06,3.7070798609520848e-06,0.0020209503074905657,0.0004715000842478213,0.001476859002776813,0.0011061587442581851,0.0005316050311159572,0.00026187348167497956,0.0014183840709876046,0.00046534396546415904,0.0004273310431942038,0.000320564128638308,0.0001680696920214715,5.272999148281653e-06,1.4955135575037894e-05,0.00045129208598954166,0.00041180595225579527,0.0012887742097055894,0.0012798333905851428,3.843646348885624e-15,0.0022063864393472984,3.9250157037165804e-16,3.9250157037165804e-16,5.680135030909937e-17,3.494689087992749e-17,5.071433984558201e-16,2.601137519507686e-11,2.805063431575968e-13,5.41934711523599e-14,1.418917020796201e-14,4.5749472139528964e-15,1.708643101831637e-15,4.025499283192525e-15,1.3936456445439203e-15,1.1679163890828558e-15,8.153060510813282e-16,4.25646629547818e-16,4.714973601443594e-17,5.4116677742962496e-17,2.018680779806292e-16,9.844381590963347e-17,1.149891620117117e-16,5.680135030909937e-17,4.767185505897222e-13,2.2834204128466244e-14,9.080021003875227e-15,6.4371475394882475e-15,5.326050418401171e-15,4.716417158777061e-15,5.095078552506053e-15,4.504293331533946e-15,4.391634743484471e-15,4.318493992589434e-15,4.14375414539685e-15,3.666969028078988e-15,3.71920876062209e-15,3.929430361846608e-15,3.853310986822029e-15,3.86038210019486e-15,3.843601534763052e-15
wn18rr-complex,wn18rr-hake,2.766058523982842e-06,3.3673946056111385e-11,2.041531819731061e-15,3.9585710962331435e-16,2.827359688619609e-21,3.526530292170331e-24,5.951434002517058e-26,1.8841421769731605e-26,7.457205889344416e-27,1.2792258000706979e-28,1.1219946322450325e-07,2.299855904730906e-22,0.43389607556183873,0.0023826937194614123,5.828541759862844e-06,7.254873427953389e-07,1.7055055909403004e-11,1.5338559685469454e-13,1.0448050047694245e-15,3.893959711759642e-16,7.480264465441572e-17,6.088325534680787e-18,6.011564092457208e-08,4.353967623713351e-07,1.780495288963919e-18,3.2273581566121224e-95,0.0029918019108602003,1.0996780435613544e-72,3.2721060301281883e-09,3.3900675773650897e-13,1.139269990009735e-17,1.0357131877077334e-24,2.489931704397519e-35,1.9721195935794706e-35,2.739978316129224e-34,2.389061914936856e-38,9.150578262645065e-42,1.034587458832437e-42,9.09286266817984e-44,7.162732420091406e-45,7.1627324200912e-45,4.6182395819565266e-48,5.058428734632539e-51,3.023484600970027e-41,8.480452702687431e-48,3.5990842411570124e-44,3.3433353190210537e-22,3.465344100584415e-30,4.986983270730659e-40,2.034562360058988e-52,7.557785567085183e-57,2.723901353441611e-57,2.653602544473403e-62,2.1914888560226018e-64,7.255174867241505e-67,4.927734278279775e-69,7.219055440894049e-71,1.1528670333961374e-69,1.3219436468219263e-74,1.1249414018935765e-78,8.77413892686008e-82,1.373249773943878e-81,1.0996780435613544e-72,1.7805482647119934e-18,7.350384600900563e-61,1.0945607308345732e-54,1.0945607308345732e-54,5.372079588275326e-51,3.7693560468952984e-44,1.8065300244005122e-16,3.848516166843048e-15,6.517123665437202e-22,1.386334700303063e-28,2.532259126292232e-34,6.882959862659408e-37,6.698899920874703e-38,7.7468997609116e-40,2.9611573832534707e-41,1.9898248263176322e-42,4.2619156628163665e-43,1.0486645921989755e-43,3.464614076384393e-44,3.827310757730519e-46,3.9281262000154285e-48,4.23761986480881e-50,1.299606380505876e-51,5.372079588275326e-51,1.2888064904812949e-12,2.1802545695927307e-15,5.920607220353294e-17,1.0465492435451703e-17,6.230676954967533e-18,5.219900888183759e-18,3.973633543769042e-18,3.2487785109587468e-18,2.8365293260279302e-18,2.698133949889195e-18,2.620003947042659e-18,2.5419292970136805e-18,2.2361261319735467e-18,1.9926992742024403e-18,1.827366090755623e-18,1.7450034363975296e-18,1.780495288963919e-18
wn18rr-complex,wn18rr-hitter,3.075229449357233e-11,2.3794608904677606e-12,1.3829019764865886e-12,1.4878538896319513e-11,3.0554458049150294e-15,2.5211138954010507e-17,7.184093875315873e-18,5.31863850649194e-21,7.33494285131335e-20,2.769983770702862e-21,6.342797299649008e-63,1.566162830637341e-20,1.623991789844295e-11,7.399060940797534e-12,2.002631273507094e-12,8.358195797351157e-12,3.5618121451015276e-14,5.614434434791712e-16,9.869456628245216e-17,1.2552859575757556e-20,1.2545734007900324e-20,2.4180175997979087e-21,2.160469365603637e-61,6.152544449570095e-21,3.4676485512953596e-24,1.5311352811469426e-80,2.001697852882067e-12,2.693108960438219e-55,6.057394050595762e-21,8.52924114951349e-13,3.7237358647686787e-19,2.712426197282721e-24,1.9228569285043026e-29,9.61877546105217e-30,2.2624786354269514e-33,5.2569255567710995e-39,1.3222105584376201e-36,1.8871467473569547e-41,1.0024992903252598e-42,2.8628749377705922e-43,1.8901327373621253e-42,1.170130178155921e-42,4.765475322262823e-48,8.859142356758779e-49,5.1802607544811916e-49,9.867671201033844e-50,3.513705130001757e-18,8.506725624256626e-25,2.5804744834005412e-31,6.218378201015347e-38,5.4378751921124126e-39,6.53316663709307e-42,1.7509790780193425e-47,4.199980502033165e-45,2.350387142519137e-49,1.6973061801131708e-49,1.4472935683578461e-50,1.2084919788138483e-50,8.79243152967342e-51,1.8217357074498981e-56,2.4552234239644242e-57,7.910564861984843e-58,2.693108960438219e-55,3.467639687178665e-24,4.035643274455173e-54,1.6514691651451505e-46,1.6514691651451505e-46,1.7435965019971476e-45,1.430936210039117e-44,6.588134873139122e-26,2.4163698498470943e-20,6.39784279621233e-26,9.553691088608502e-31,5.738817897420348e-34,4.3628780586672575e-35,1.310135608121855e-36,2.7795027788505733e-38,2.3469528259208014e-38,1.0551757546044542e-39,3.351863319225318e-40,1.365143988794429e-40,4.013745824051853e-41,1.4197411634568907e-41,2.5344521680244252e-43,2.960115007100748e-44,7.144986612898216e-45,1.7435965019971476e-45,1.5566352474725815e-19,6.636779192360164e-22,4.007878233647987e-23,1.3341041920974307e-23,1.0565926908993962e-23,7.823194799673733e-24,6.030532770841715e-24,6.015596212383146e-24,4.921819127855665e-24,4.6196519574624345e-24,4.489055557167196e-24,4.28154906270122e-24,4.155312519949435e-24,3.680396656108301e-24,3.547803000137802e-24,3.49789634200595e-24,3.4676485512953596e-24
wn18rr-complex,wn18rr-interacte,0.10374654023389267,0.004461455441733602,0.010202575165832166,0.0005122856692733464,0.00039738870699608183,0.00010552347324094056,2.459425880450211e-06,1.329660408839323e-06,5.626857423734162e-08,8.561826144627704e-09,4.213158077538306e-25,0.00013038634610428132,0.3319697949982259,0.048269086236943946,0.054940397703907295,0.0008417223374536768,0.0009548078850163603,0.00021380796408109734,1.7589505580206346e-05,2.1346926603209097e-05,3.6885900566962955e-06,3.4685863184787276e-07,1.6207188696702835e-20,0.0028745807046335952,0.006807010260943167,4.732725849258563e-33,0.4329041958914073,1.9123685820551874e-33,0.002852997553710578,0.0005918186430528499,2.045264466104324e-08,2.9783310793719714e-10,4.235284198943527e-10,4.736673582580453e-13,5.963346683089899e-15,2.697799196955433e-14,2.030854014124617e-17,1.950167961768846e-17,7.701145316117773e-17,5.039005306968758e-18,5.434756850589998e-20,1.4906663416969642e-21,1.365205803261819e-22,7.550917390365616e-29,1.9816948714123982e-29,1.688022881788617e-39,0.006845498797168708,2.1910302926248173e-06,1.6049176190735802e-08,3.0169206368858586e-08,1.1159146633578818e-10,1.0139068727741742e-12,1.0896454630049856e-11,2.1367755834108813e-14,1.8522365377276385e-14,9.88924076835773e-15,1.9451339417404807e-16,2.211425448207996e-19,8.145121274789657e-22,3.515429900753693e-21,4.193196230675353e-25,2.1556378959335062e-24,1.9123685820551874e-33,0.006807034119752175,6.786310736622025e-33,3.569764459255553e-10,3.569764459255553e-10,1.1298084594362392e-10,2.0469237742857273e-10,0.0004671836983933158,0.01691272568959126,0.00046189563404424396,6.334021045871193e-05,4.6604596472742817e-05,9.010181166615138e-06,2.7835098676902455e-06,3.6069352327274993e-06,8.77155526164761e-07,7.85986281916034e-07,6.324713718727375e-07,2.899309346865303e-07,8.104887093535824e-08,2.6708161476704278e-08,2.357229225995536e-08,3.71460837659902e-09,2.4249714014974858e-09,1.1298084594362392e-10,0.060945779913587926,0.01757489216856519,0.011344867813746799,0.010727822164614908,0.009156727517784709,0.008472023289529805,0.008594621869386492,0.007920194685454709,0.007899187812981524,0.007866753185393276,0.007638105520734427,0.007381921603643499,0.007178237951941242,0.007153028321977574,0.00695365838052126,0.00692321075526159,0.006807010260943167
wn18rr-complex,wn18rr-rescal,0.8208679520612848,0.08411418807400807,0.0014787057285235246,5.740717500480388e-06,3.7525373944609815e-07,6.674266855168382e-09,4.840755667034862e-12,6.280157658177807e-13,3.707377315715132e-15,4.6991790197776564e-18,2.732828955920649e-23,0.00039419188418379937,0.09593775088345496,0.0006259394239936429,2.254119057624858e-06,6.5557288242000106e-09,4.330557801510164e-10,2.5237640469017963e-12,1.7096139590289502e-15,3.1724395974153667e-15,1.0487771023152612e-16,1.308156986251371e-19,1.0165758366711665e-18,3.678539449378414e-08,2.3008690694351313e-08,1.5730924381191174e-44,0.04071964539902375,3.8195260881553765e-31,3.606800944427239e-08,9.768907810233845e-07,3.7747047631637935e-16,3.216219089751434e-24,4.351276842375914e-25,4.5890131293525935e-33,4.503955210496276e-33,6.949101529804966e-33,2.688126540127689e-35,1.1658792011866542e-33,1.8248958917574094e-33,1.0973798166010895e-33,2.3306799239339055e-38,1.7437554776226943e-38,2.940267960500227e-38,2.9430730906032667e-37,5.286293859618423e-35,1.375456155485565e-35,5.518895098257333e-09,2.204583860807701e-18,2.8598065870175418e-24,8.52316070013417e-25,4.0747240341887316e-30,1.606747277694101e-29,9.411353219722027e-30,6.779066206354004e-32,1.5874865557397284e-30,9.612533954333492e-31,1.3882393113342595e-30,9.3440914882399e-35,2.2308885022246514e-34,9.756053715620635e-34,4.333354397686789e-32,1.901389956337193e-30,3.8195260881553765e-31,2.3008647923593252e-08,1.5492562972663582e-30,2.1324808935037674e-22,2.1324808935037674e-22,1.1922485395415825e-23,3.1123643315030875e-21,4.057980766625854e-09,4.269048859754452e-07,4.242811158063712e-12,1.5096564433849047e-15,1.3149035038079475e-16,1.0595542059473334e-18,3.4772901532142943e-19,1.5976916402433744e-19,2.984931597316639e-20,4.4511574845646935e-20,2.79932962730054e-20,1.891884046025606e-20,9.08676730341861e-22,6.406392229320285e-22,3.506071989164517e-22,2.0243614069727025e-22,8.96806287370953e-23,1.1922485395415825e-23,2.7473561996554683e-05,5.397003091832609e-07,8.636195397314925e-08,5.9410475989844293e-08,3.533572594684684e-08,3.1782026382202575e-08,3.0169855132057904e-08,2.7139962922287253e-08,2.7853241410066942e-08,2.751400055982471e-08,2.686908479608487e-08,2.4210541827269465e-08,2.4008255125598228e-08,2.3765388006264595e-08,2.3503656479461213e-08,2.3280777893669622e-08,2.3008690694351313e-08
